FrameNum      10
Ball392-414   15011596179721002489294034173882429546204828489948284620429538823417294024892100179715961501
Ball415-437   14991588178320782459290133703827423345534758482847584553423338273370290124592078178315881499
Ball438-460   14951568174320162373278932323666405343584553462045534358405336663232278923732016174315681495
Ball461-483   14921541168519232240261630203417377240534233429542334053377234173020261622401923168515411492
Ball484-506   14951513161918112078240127533102341736663827388238273666341731022753240120781811161915131495
Ball507-529   15101495155716961905216824592753302032323370341733703232302027532459216819051696155714951510
Ball530-552   15431494151115961743194121682401261627892901294029012789261624012168194117431596151114941543
Ball553-575   15981518149215241611174319052078224023732459248924592373224020781905174316111524149215181598
Ball576-598   16761571150814921524159616961811192320162078210020782016192318111696159615241492150815711676
Ball599-621   17761654156215081492151115571619168517431783179717831743168516191557151114921508156216541776
Ball622-644   18931764165415711518149414951513154115681588159615881568154115131495149415181571165417641893
Ball645-667   20201893177616761598154315101495149214951499150114991495149214951510154315981676177618932020
Ball668-690   21482032191818131722164815931554152915151508150615081515152915541593164817221813191820322148
Ball691-713   22642168206619671875179417281676163816121598159315981612163816761728179418751967206621682264
Ball714-736   23602288220721212038196118931837179417641746174017461764179418371893196120382121220722882360
Ball737-759   24272382232522602192212720662014197319421924191819241942197320142066212721922260232523822427
Ball760-782   24572441241023692322227322252183214821212105210021052121214821832225227323222369241024412457
Ball783-805   24502459245424372412238223512322229622772264226022642277229623222351238224122437245424592450
Frame         5
Ball001-023   25382549254225212490245324142377234523212306230023062321234523772414245324902521254225492538
Ball024-046   25472526248824362377231622572204216021272107210021072127216022042257231623772436248825262547
Ball047-069   25082453238223002216213320581993194119031880187218801903194119932058213322162300238224532508
Ball070-092   24252336223421272022192618421772171816801657165016571680171817721842192620222127223423362425
Ball093-115   23062185205819331818171816351570152214901472146614721490152215701635171818181933205821852306
Ball116-138   21602015187217411627153614661418138713691360135713601369138714181466153616271741187220152160
Ball139-161   20001842169515701472140413631343134013441349135113491344134013431363140414721570169518422000
Ball162-184   18421680154214381372134213441367140114361461147014611436140113671344134213721438154216801842
Ball185-207   16951542142813601340136314211499158216541703172117031654158214991421136313401360142815421695
Ball208-230   15701438136013401380147015951739187919952073210020731995187917391595147013801340136014381570
Ball231-253   14721372134013801489165418572073227624412549258725492441227620731857165414891380134013721472
Ball254-276   14041342136314701654190121852476274529613101315031012961274524762185190116541470136313421404
Ball277-299   13631344142115951857218525492916325035163687374636873516325029162549218518571595142113441363
Ball300-322   13431367149917392073247629163353374640584259432842594058374633532916247620731739149913671343
Ball323-345   13401401158218792276274532503746419145424767484447674542419137463250274522761879158214011340
Ball346-368   13441436165419952441296135164058454249235167525051674923454240583516296124411995165414361344
Ball369-391   13491461170320732549310136874259476751675422551054225167476742593687310125492073170314611349
Ball392-414   13511470172121002587315037464328484452505510559955105250484443283746315025872100172114701351
Ball415-437   13491461170320732549310136874259476751675422551054225167476742593687310125492073170314611349
Ball438-460   13441436165419952441296135164058454249235167525051674923454240583516296124411995165414361344
Ball461-483   13401401158218792276274532503746419145424767484447674542419137463250274522761879158214011340
Ball484-506   13431367149917392073247629163353374640584259432842594058374633532916247620731739149913671343
Ball507-529   13631344142115951857218525492916325035163687374636873516325029162549218518571595142113441363
Ball530-552   14041342136314701654190121852476274529613101315031012961274524762185190116541470136313421404
Ball553-575   14721372134013801489165418572073227624412549258725492441227620731857165414891380134013721472
Ball576-598   15701438136013401380147015951739187919952073210020731995187917391595147013801340136014381570
Ball599-621   16951542142813601340136314211499158216541703172117031654158214991421136313401360142815421695
Ball622-644   18421680154214381372134213441367140114361461147014611436140113671344134213721438154216801842
Ball645-667   20001842169515701472140413631343134013441349135113491344134013431363140414721570169518422000
Ball668-690   21602015187217411627153614661418138713691360135713601369138714181466153616271741187220152160
Ball691-713   23062185205819331818171816351570152214901472146614721490152215701635171818181933205821852306
Ball714-736   24252336223421272022192618421772171816801657165016571680171817721842192620222127223423362425
Ball737-759   25082453238223002216213320581993194119031880187218801903194119932058213322162300238224532508
Ball760-782   25472526248824362377231622572204216021272107210021072127216022042257231623772436248825262547
Ball783-805   25382549254225212490245324142377234523212306230023062321234523772414245324902521254225492538
Frame         6
Ball001-023   26252639263126062568252424772433239423652347234023472365239424332477252425682606263126392625
Ball024-046   26362611256525042433235922882224217121322108210021082132217122242288235924332504256526112636
Ball047-069   25902524243823402239214020501972190918641836182718361864190919722050214022392340243825242590
Ball070-092   24912383226021322007189117901706164115961569156015691596164117061790189120072132226023832491
Ball093-115   23472202205019001762164115421464140713691347134013471369140714641542164117621900205022022347
Ball116-138   21711998182716691533142313401282124412231212120912121223124412821340142315331669182719982171
Ball139-161   19811790161414641347126512151192118811921199120211991192118811921215126513471464161417901981
Ball162-184   17901596143113061227119111921220126213031333134413331303126212201192119112271306143115961790
Ball185-207   16141431129412121188121612851379147815651624164516241565147813791285121611881212129414311614
Ball208-230   14641306121211891236134414951666183419752067210020671975183416661495134412361189121213061464
Ball231-253   13471227118812361367156518082067231125092639268426392509231120671808156513671236118812271347
Ball254-276   12651191121613441565186122022552287431343302336033023134287425522202186115651344121611911265
Ball277-299   12151192128514951808220226393080348037994005407640053799348030802639220218081495128511921215
Ball300-322   11921220137916662067255230803604407644504690477346904450407636043080255220671666137912201192
Ball323-345   11881262147818342311287434804076460950305300539353005030460940763480287423111834147812621188
Ball346-368   11921303156519752509313437994450503054875780588057805487503044503799313425091975156513031192
Ball369-391   11991333162420672639330240054690530057806087619260875780530046904005330226392067162413331199
Ball392-414   12021344164521002684336040764773539358806192629961925880539347734076336026842100164513441202
Ball415-437   11991333162420672639330240054690530057806087619260875780530046904005330226392067162413331199
Ball438-460   11921303156519752509313437994450503054875780588057805487503044503799313425091975156513031192
Ball461-483   11881262147818342311287434804076460950305300539353005030460940763480287423111834147812621188
Ball484-506   11921220137916662067255230803604407644504690477346904450407636043080255220671666137912201192
Ball507-529   12151192128514951808220226393080348037994005407640053799348030802639220218081495128511921215
Ball530-552   12651191121613441565186122022552287431343302336033023134287425522202186115651344121611911265
Ball553-575   13471227118812361367156518082067231125092639268426392509231120671808156513671236118812271347
Ball576-598   14641306121211891236134414951666183419752067210020671975183416661495134412361189121213061464
Ball599-621   16141431129412121188121612851379147815651624164516241565147813791285121611881212129414311614
Ball622-644   17901596143113061227119111921220126213031333134413331303126212201192119112271306143115961790
Ball645-667   19811790161414641347126512151192118811921199120211991192118811921215126513471464161417901981
Ball668-690   21711998182716691533142313401282124412231212120912121223124412821340142315331669182719982171
Ball691-713   23472202205019001762164115421464140713691347134013471369140714641542164117621900205022022347
Ball714-736   24912383226021322007189117901706164115961569156015691596164117061790189120072132226023832491
Ball737-759   25902524243823402239214020501972190918641836182718361864190919722050214022392340243825242590
Ball760-782   26362611256525042433235922882224217121322108210021082132217122242288235924332504256526112636
Ball783-805   26252639263126062568252424772433239423652347234023472365239424332477252425682606263126392625
Frame         7
Ball001-023   27132729271926902646259425402488244424092388238123882409244424882540259426462690271927292713
Ball024-046   27252697264325712488240223192245218321382109210021092138218322452319240224882571264326972725
Ball047-069   26722594249423812262214720411950187718241792178117921824187719502041214722622381249425942672
Ball070-092   25562430228721381991185617381641156515121480147014801512156516411738185619912138228724302556
Ball093-115   23882219204118671706156514491358129112471221121312211247129113581449156517061867204122192388
Ball116-138   21831981178115971438131012131145110210761064106010641076110211451213131014381597178119812183
Ball139-161   19611738153313581221112510681041103610411049105210491041103610411068112512211358153317381961
Ball162-184   17381512131911741081103910411074112211701205121812051170112210741041103910811174131915121738
Ball185-207   15331319115910641036106911491259137514761545156915451476137512591149106910361064115913191533
Ball208-230   13581174106410371092121813941594179019542062210020621954179015941394121810921037106411741358
Ball231-253   12211081103610921244147617602062234625782729278227292578234620621760147612441092103610811221
Ball254-276   11251039106912181476182122192627300333063502357035023306300326272219182114761218106910391125
Ball277-299   10681041114913941760221927293243371040824322440543224082371032432729221917601394114910411068
Ball300-322   10411074125915942062262732433855440548425122521951224842440538553243262720621594125910741041
Ball323-345   10361122137517902346300337104405502755185833594258335518502744053710300323461790137511221036
Ball346-368   10411170147619542578330640824842551860526393651163936052551848424082330625781954147611701041
Ball369-391   10491205154520622729350243225122583363936751687467516393583351224322350227292062154512051049
Ball392-414   10521218156921002782357044055219594265116874699968746511594252194405357027822100156912181052
Ball415-437   10491205154520622729350243225122583363936751687467516393583351224322350227292062154512051049
Ball438-460   10411170147619542578330640824842551860526393651163936052551848424082330625781954147611701041
Ball461-483   10361122137517902346300337104405502755185833594258335518502744053710300323461790137511221036
Ball484-506   10411074125915942062262732433855440548425122521951224842440538553243262720621594125910741041
Ball507-529   10681041114913941760221927293243371040824322440543224082371032432729221917601394114910411068
Ball530-552   11251039106912181476182122192627300333063502357035023306300326272219182114761218106910391125
Ball553-575   12211081103610921244147617602062234625782729278227292578234620621760147612441092103610811221
Ball576-598   13581174106410371092121813941594179019542062210020621954179015941394121810921037106411741358
Ball599-621   15331319115910641036106911491259137514761545156915451476137512591149106910361064115913191533
Ball622-644   17381512131911741081103910411074112211701205121812051170112210741041103910811174131915121738
Ball645-667   19611738153313581221112510681041103610411049105210491041103610411068112512211358153317381961
Ball668-690   21831981178115971438131012131145110210761064106010641076110211451213131014381597178119812183
Ball691-713   23882219204118671706156514491358129112471221121312211247129113581449156517061867204122192388
Ball714-736   25562430228721381991185617381641156515121480147014801512156516411738185619912138228724302556
Ball737-759   26722594249423812262214720411950187718241792178117921824187719502041214722622381249425942672
Ball760-782   27252697264325712488240223192245218321382109210021092138218322452319240224882571264326972725
Ball783-805   27132729271926902646259425402488244424092388238123882409244424882540259426462690271927292713
Frame         8
Ball001-023   28012818280827742724266526032544249324542429242124292454249325442603266527242774280828182801
Ball024-046   28152782272026382544244523512266219521432111210021112143219522662351244525442638272027822815
Ball047-069   27532665255124212285215420331929184617851748173617481785184619292033215422852421255126652753
Ball070-092   26212477231421431976182116871575148914281392138013921428148915751687182119762143231424772621
Ball093-115   24292236203318341649148913561252117611251096108610961125117612521356148916491834203322362429
Ball116-138   21951964173615261344119710861009095909300916091209160930095910091086119713441526173619642195
Ball139-161   19411687145212521096098609200890088408900898090208980890088408900920098610961252145216871941
Ball162-184   16871428120810420935088808900927098210371077109110771037098209270890088809351042120814281687
Ball185-207   14521208102509160884092110141139127113871466149314661387127111391014092108840916102512081452
Ball208-230   12521042091608850948109112931522174619332056210020561933174615221293109109480885091610421252
Ball231-253   10960935088409481122138717112056238126462819287928192646238120561711138711220948088409351096
Ball254-276   09860888092110911387178122362703313234783702378037023478313227032236178113871091092108880986
Ball277-299   09200890101412931711223628193406394043654640473446404365394034062819223617111293101408900920
Ball300-322   08900927113915222056270334064105473452335554566455545233473441053406270320561522113909270890
Ball323-345   08840982127117462381313239404734544560076367649163676007544547343940313223811746127109820884
Ball346-368   08901037138719332646347843655233600766177007714170076617600752334365347826461933138710370890
Ball369-391   08981077146620562819370246405554636770077415755674157007636755544640370228192056146610770898
Ball392-414   09021091149321002879378047345664649171417556769975567141649156644734378028792100149310910902
Ball415-437   08981077146620562819370246405554636770077415755674157007636755544640370228192056146610770898
Ball438-460   08901037138719332646347843655233600766177007714170076617600752334365347826461933138710370890
Ball461-483   08840982127117462381313239404734544560076367649163676007544547343940313223811746127109820884
Ball484-506   08900927113915222056270334064105473452335554566455545233473441053406270320561522113909270890
Ball507-529   09200890101412931711223628193406394043654640473446404365394034062819223617111293101408900920
Ball530-552   09860888092110911387178122362703313234783702378037023478313227032236178113871091092108880986
Ball553-575   10960935088409481122138717112056238126462819287928192646238120561711138711220948088409351096
Ball576-598   12521042091608850948109112931522174619332056210020561933174615221293109109480885091610421252
Ball599-621   14521208102509160884092110141139127113871466149314661387127111391014092108840916102512081452
Ball622-644   16871428120810420935088808900927098210371077109110771037098209270890088809351042120814281687
Ball645-667   19411687145212521096098609200890088408900898090208980890088408900920098610961252145216871941
Ball668-690   21951964173615261344119710861009095909300916091209160930095910091086119713441526173619642195
Ball691-713   24292236203318341649148913561252117611251096108610961125117612521356148916491834203322362429
Ball714-736   26212477231421431976182116871575148914281392138013921428148915751687182119762143231424772621
Ball737-759   27532665255124212285215420331929184617851748173617481785184619292033215422852421255126652753
Ball760-782   28152782272026382544244523512266219521432111210021112143219522662351244525442638272027822815
Ball783-805   28012818280827742724266526032544249324542429242124292454249325442603266527242774280828182801
Frame         9
Ball001-023   28882908289628592802273626662599254224982470246124702498254225992666273628022859289629082888
Ball024-046   29042867279827052599248923822287220721482112210021122148220722872382248925992705279828672904
Ball047-069   28352736260724612308216020251908181417461704169017041746181419082025216023082461260727362835
Ball070-092   26862524234121481960178716351509141213441303129013031344141215091635178719602148234125242686
Ball093-115   24702253202518001593141212631146106010030970096009701003106011461263141215931800202522532470
Ball116-138   22071947169014541250108409600873081707840768076307680784081708730960108412501454169019472207
Ball139-161   19211635137111460970084707730738073107390748075207480739073107380773084709701146137116351921
Ball162-184   16351344109609090790073607390781084309040949096509490904084307810739073607900909109613441635
Ball185-207   13711096089107680731077408781018116812981386141813861298116810180878077407310768089110961371
Ball208-230   11460909076807330804096511921450170219122051210020511912170214501192096508040733076809091146
Ball231-253   09700790073108041000129816632051241627142909297729092714241620511663129810000804073107900970
Ball254-276   08470736077409651298174222532778326136513903399039033651326127782253174212980965077407360847
Ball277-299   07730739087811921663225329093570417046484957506449574648417035702909225316631192087807390773
Ball300-322   07380781101814502051277835704356506456255986611059865625506443563570277820511450101807810738
Ball323-345   07310843116817022416326141705064586364956900704069006495586350644170326124161702116808430731
Ball346-368   07390904129819122714365146485625649571817620777176207181649556254648365127141912129809040739
Ball369-391   07480949138620512909390349575986690076208080823880807620690059864957390329092051138609490748
Ball392-414   07520965141821002977399050646110704077718238839982387771704061105064399029772100141809650752
Ball415-437   07480949138620512909390349575986690076208080823880807620690059864957390329092051138609490748
Ball438-460   07390904129819122714365146485625649571817620777176207181649556254648365127141912129809040739
Ball461-483   07310843116817022416326141705064586364956900704069006495586350644170326124161702116808430731
Ball484-506   07380781101814502051277835704356506456255986611059865625506443563570277820511450101807810738
Ball507-529   07730739087811921663225329093570417046484957506449574648417035702909225316631192087807390773
Ball530-552   08470736077409651298174222532778326136513903399039033651326127782253174212980965077407360847
Ball553-575   09700790073108041000129816632051241627142909297729092714241620511663129810000804073107900970
Ball576-598   11460909076807330804096511921450170219122051210020511912170214501192096508040733076809091146
Ball599-621   13711096089107680731077408781018116812981386141813861298116810180878077407310768089110961371
Ball622-644   16351344109609090790073607390781084309040949096509490904084307810739073607900909109613441635
Ball645-667   19211635137111460970084707730738073107390748075207480739073107380773084709701146137116351921
Ball668-690   22071947169014541250108409600873081707840768076307680784081708730960108412501454169019472207
Ball691-713   24702253202518001593141212631146106010030970096009701003106011461263141215931800202522532470
Ball714-736   26862524234121481960178716351509141213441303129013031344141215091635178719602148234125242686
Ball737-759   28352736260724612308216020251908181417461704169017041746181419082025216023082461260727362835
Ball760-782   29042867279827052599248923822287220721482112210021122148220722872382248925992705279828672904
Ball783-805   28882908289628592802273626662599254224982470246124702498254225992666273628022859289629082888
Frame         10
Ball001-023   29762998298529432881280627292655259125422511250125112542259126552729280628812943298529982976
Ball024-046   29942952287627732655253224142307221921542113210021132154221923072414253226552773287629522994
Ball047-069   29172806266325012332216720161886178217061660164516601706178218862016216723322501266328062917
Ball070-092   27512572236721541945175215831444133612601214120012141260133614441583175219452154236725722751
Ball093-115   25112270201617671537133611701040094508810845083308450881094510401170133615371767201622702511
Ball116-138   22191930164513821155097208330736067406380620061406200638067407360833097211551382164519302219
Ball139-161   19011583129010400845070806250587057905870598060305980587057905870625070808451040129015831901
Ball162-184   15831260098507770644058505870634070307720821083908210772070306340587058506440777098512601583
Ball185-207   12900985075606200579062707420898106412091307134213071209106408980742062705790620075609851290
Ball208-230   10400777062005810660083910911378165718912046210020461891165713781091083906600581062007771040
Ball231-253   08450644057906600878120916142046245127832999307429992783245120461614120908780660057906440845
Ball254-276   07080585062708391209170222702853339038234103420041033823339028532270170212090839062705850708
Ball277-299   06250587074210911614227029993733440049325275539352754932440037332999227016141091074205870625
Ball300-322   05870634089813782046285337334607539360176417655564176017539346073733285320461378089806340587
Ball323-345   05790703106416572451339044005393628269847434758874346984628253934400339024511657106407030579
Ball346-368   05870772120918912783382349326017698477468233840182337746698460174932382327831891120907720587
Ball369-391   05980821130720462999410352756417743482338744892087448233743464175275410329992046130708210598
Ball392-414   06030839134221003074420053936555758884018920909989208401758865555393420030742100134208390603
Ball415-437   05980821130720462999410352756417743482338744892087448233743464175275410329992046130708210598
Ball438-460   05870772120918912783382349326017698477468233840182337746698460174932382327831891120907720587
Ball461-483   05790703106416572451339044005393628269847434758874346984628253934400339024511657106407030579
Ball484-506   05870634089813782046285337334607539360176417655564176017539346073733285320461378089806340587
Ball507-529   06250587074210911614227029993733440049325275539352754932440037332999227016141091074205870625
Ball530-552   07080585062708391209170222702853339038234103420041033823339028532270170212090839062705850708
Ball553-575   08450644057906600878120916142046245127832999307429992783245120461614120908780660057906440845
Ball576-598   10400777062005810660083910911378165718912046210020461891165713781091083906600581062007771040
Ball599-621   12900985075606200579062707420898106412091307134213071209106408980742062705790620075609851290
Ball622-644   15831260098507770644058505870634070307720821083908210772070306340587058506440777098512601583
Ball645-667   19011583129010400845070806250587057905870598060305980587057905870625070808451040129015831901
Ball668-690   22191930164513821155097208330736067406380620061406200638067407360833097211551382164519302219
Ball691-713   25112270201617671537133611701040094508810845083308450881094510401170133615371767201622702511
Ball714-736   27512572236721541945175215831444133612601214120012141260133614441583175219452154236725722751
Ball737-759   29172806266325012332216720161886178217061660164516601706178218862016216723322501266328062917
Ball760-782   29942952287627732655253224142307221921542113210021132154221923072414253226552773287629522994
Ball783-805   29762998298529432881280627292655259125422511250125112542259126552729280628812943298529982976
