FrameNum      8 
Ball691-713   47694769476947694769476947694769476947694769476947694769476947694769476947694769476947694769
Ball714-736   38553855385538553855385538553855385538553855385538553855385538553855385538553855385538553855
Ball737-759   29802980298029802980298029802980298029802980298029802980298029802980298029802980298029802980
Ball760-782   21742174217421742174217421742174217421742174217421742174217421742174217421742174217421742174
Ball783-805   14641464146414641464146414641464146414641464146414641464146414641464146414641464146414641464
Frame         7
Ball001-023   00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000   
Ball024-046   00850085008500850085008500850085008500850085008500850085008500850085008500850085008500850085
Ball047-069   03380338033803380338033803380338033803380338033803380338033803380338033803380338033803380338
Ball070-092   07490749074907490749074907490749074907490749074907490749074907490749074907490749074907490749
Ball093-115   13051305130513051305130513051305130513051305130513051305130513051305130513051305130513051305
Ball116-138   19871987198719871987198719871987198719871987198719871987198719871987198719871987198719871987
Ball139-161   27712771277127712771277127712771277127712771277127712771277127712771277127712771277127712771
Ball162-184   36323632363236323632363236323632363236323632363236323632363236323632363236323632363236323632
Ball185-207   45394539453945394539453945394539453945394539453945394539453945394539453945394539453945394539
Ball208-230   54615461546154615461546154615461546154615461546154615461546154615461546154615461546154615461
Ball231-253   63686368636863686368636863686368636863686368636863686368636863686368636863686368636863686368
Ball254-276   72297229722972297229722972297229722972297229722972297229722972297229722972297229722972297229
Ball277-299   80138013801380138013801380138013801380138013801380138013801380138013801380138013801380138013
Ball300-322   86958695869586958695869586958695869586958695869586958695869586958695869586958695869586958695
Ball323-345   92519251925192519251925192519251925192519251925192519251925192519251925192519251925192519251
Ball346-368   96629662966296629662966296629662966296629662966296629662966296629662966296629662966296629662
Ball369-391   99159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915
Ball392-414   99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
Ball415-437   99159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915
Ball438-460   96629662966296629662966296629662966296629662966296629662966296629662966296629662966296629662
Ball461-483   92519251925192519251925192519251925192519251925192519251925192519251925192519251925192519251
Ball484-506   86958695869586958695869586958695869586958695869586958695869586958695869586958695869586958695
Ball507-529   80138013801380138013801380138013801380138013801380138013801380138013801380138013801380138013
Ball530-552   72297229722972297229722972297229722972297229722972297229722972297229722972297229722972297229
Ball553-575   63686368636863686368636863686368636863686368636863686368636863686368636863686368636863686368
Ball576-598   54615461546154615461546154615461546154615461546154615461546154615461546154615461546154615461
Ball599-621   45394539453945394539453945394539453945394539453945394539453945394539453945394539453945394539
Ball622-644   36323632363236323632363236323632363236323632363236323632363236323632363236323632363236323632
Ball645-667   27712771277127712771277127712771277127712771277127712771277127712771277127712771277127712771
Ball668-690   19871987198719871987198719871987198719871987198719871987198719871987198719871987198719871987
Ball691-713   13051305130513051305130513051305130513051305130513051305130513051305130513051305130513051305
Ball714-736   07490749074907490749074907490749074907490749074907490749074907490749074907490749074907490749
Ball737-759   03380338033803380338033803380338033803380338033803380338033803380338033803380338033803380338
Ball760-782   00850085008500850085008500850085008500850085008500850085008500850085008500850085008500850085
Ball783-805   00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Frame         8
Ball001-023   14641464146414641464146414641464146414641464146414641464146414641464146414641464146414641464    
Ball024-046   21742174217421742174217421742174217421742174217421742174217421742174217421742174217421742174
Ball047-069   29802980298029802980298029802980298029802980298029802980298029802980298029802980298029802980
Ball070-092   38553855385538553855385538553855385538553855385538553855385538553855385538553855385538553855
Ball093-115   47694769476947694769476947694769476947694769476947694769476947694769476947694769476947694769
Ball116-138   56905690569056905690569056905690569056905690569056905690569056905690569056905690569056905690
Ball139-161   65896589658965896589658965896589658965896589658965896589658965896589658965896589658965896589
Ball162-184   74337433743374337433743374337433743374337433743374337433743374337433743374337433743374337433
Ball185-207   81948194819481948194819481948194819481948194819481948194819481948194819481948194819481948194
Ball208-230   88468846884688468846884688468846884688468846884688468846884688468846884688468846884688468846
Ball231-253   93689368936893689368936893689368936893689368936893689368936893689368936893689368936893689368
Ball254-276   97409740974097409740974097409740974097409740974097409740974097409740974097409740974097409740
Ball277-299   99529952995299529952995299529952995299529952995299529952995299529952995299529952995299529952
Ball300-322   99949994999499949994999499949994999499949994999499949994999499949994999499949994999499949994
Ball323-345   98679867986798679867986798679867986798679867986798679867986798679867986798679867986798679867
Ball346-368   95749574957495749574957495749574957495749574957495749574957495749574957495749574957495749574
Ball369-391   91259125912591259125912591259125912591259125912591259125912591259125912591259125912591259125
Ball392-414   85358535853585358535853585358535853585358535853585358535853585358535853585358535853585358535
Ball415-437   78257825782578257825782578257825782578257825782578257825782578257825782578257825782578257825
Ball438-460   70197019701970197019701970197019701970197019701970197019701970197019701970197019701970197019
Ball461-483   61446144614461446144614461446144614461446144614461446144614461446144614461446144614461446144
Ball484-506   52305230523052305230523052305230523052305230523052305230523052305230523052305230523052305230
Ball507-529   43094309430943094309430943094309430943094309430943094309430943094309430943094309430943094309
Ball530-552   34113411341134113411341134113411341134113411341134113411341134113411341134113411341134113411
Ball553-575   25672567256725672567256725672567256725672567256725672567256725672567256725672567256725672567
Ball576-598   18051805180518051805180518051805180518051805180518051805180518051805180518051805180518051805
Ball599-621   11531153115311531153115311531153115311531153115311531153115311531153115311531153115311531153
Ball622-644   06310631063106310631063106310631063106310631063106310631063106310631063106310631063106310631
Ball645-667   02590259025902590259025902590259025902590259025902590259025902590259025902590259025902590259
Ball668-690   00470047004700470047004700470047004700470047004700470047004700470047004700470047004700470047
Ball691-713   00050005000500050005000500050005000500050005000500050005000500050005000500050005000500050005
Ball714-736   01320132013201320132013201320132013201320132013201320132013201320132013201320132013201320132
Ball737-759   04260426042604260426042604260426042604260426042604260426042604260426042604260426042604260426
Ball760-782   08750875087508750875087508750875087508750875087508750875087508750875087508750875087508750875
Ball783-805   14641464146414641464146414641464146414641464146414641464146414641464146414641464146414641464
